,type,url,headline,euRelation,countryOfOrigin,claimreviewed,source_url,date_published_parsed
479,Debunk,https://maldita.es/malditobulo/20240606/migrantes-espana-actual-2021/,"No, this video showing migrants arriving in Spain is not current: it's from July 2021",Indirect,ES,Migrants arrive in Spain,https://x.com/CapitanBitcoin/status/1798106031769231722,2024-06-06 00:00:00.000
480,Debunk,https://maldita.es/malditobulo/20240606/cocaina-en-directo-television-ucrania-reportero/,"No, this Ukrainian television broadcast didn't show a reporter using cocaine live: it's an edit",Indirect,ES,A reporter consumes cocaine live during a television broadcast in Ukraine,https://x.com/larazon_es/status/1798321485930787208,2024-06-06 00:00:00.000
481,Debunk,https://maldita.es/malditobulo/20240606/agresion-sexual-cabra-magrebi/,"No, the person arrested for the sexual assault of a goat at the Veterinary Hospital of the Complutense University of Madrid is not a Maghrebi: the police say that the author is Spanish",Indirect,ES,A Maghrebi rapes a goat at the Complutense University of Madrid,https://x.com/Puntual24H/status/1798637011718549871,2024-06-06 00:00:00.000
482,Debunk,https://maldita.es/malditobulo/20240606/papeletas-vox-volt-elecciones/,From a “fake party” to the fact that the ballots are combined with those of Vox to “deceive”: the disinforming narratives about the European Volt candidacy,Direct,ES,Volt fake party and they put the ballots next to those of Vox to deceive,https://x.com/Rocadoman/status/1798487655342342376,2024-06-06 00:00:00.000
483,Debunk,https://maldita.es/malditobulo/20240606/marina-saenz-sumar-tornillos-violan-tuercas/,"No, activist Marina Sáenz has not said that ""screws violate nuts"" and that ""they should be separated by law"" in European hardware stores.",Indirect,ES,"The professor of commercial law and LGTBI activist, Marina Sáenz, has said that ""screws violate nuts"" and that ""they should be separated by law on the shelves of hardware stores throughout Europe""",https://x.com/OSO47251817/status/1798069854907650521,2024-06-06 00:00:00.000
484,Debunk,https://maldita.es/malditaciencia/20240606/vacunas-covid-exceso-muertes/,Why the study mentioned by The Telegraph doesn't claim that COVID-19 vaccines have caused excess deaths,Indirect,ES,COVID-19 vaccines have caused excess mortality,https://www.telegraph.co.uk/news/2024/06/04/covid-vaccines-may-have-helped-fuel-rise-in-excess-deaths/,2024-06-06 00:00:00.000
485,Factcheck,https://decheckers.be/s/jhfha,Fact check: Are more and more Belgian and other European ports falling into the hands of China?,Direct,BE,"Grote zeehavens in Europa, waaronder ook die in Antwerpen en Zeebrugge, komen steeds meer in handen van China.",https://www.tln.nl/actueel/europese-verkiezingen-tom-berendsen-cda-aan-het-woord,2024-06-06 00:00:00.000
486,Debunk,https://www.ellinikahoaxes.gr/2024/06/05/deepfake-vinteo-me-anyparktes-diloseis-ekprosopou-tou-state-department-gia-to-belgkoront/,Deepfake video of non-existent statements by State Department spokesman on Belgorod,Indirect,GR,"US State Department spokesman Matthew Miller, in an attempt to justify Ukraine's attack on Belgorod, said there were “no civilians” in that city",https://www.pronews.gr/amyna-asfaleia/enoples-sygkroyseis/ekprosopos-tou-steit-ntipartment-to-mpelgkoront-den-exei-amaxous/?fbclid=IwZXh0bgNhZW0CMTEAAR23pgqEPVlVVydniAtDziN7-QI5CDj5GLBaGblrla_3bYg4Ppnu3NheZxE_aem_AcCpYxQwV6YV3VOCp4gC4mQ1ib0iM7yBjRAMf6Nb4eSuN6uOx897XuJKWEIedyXqQ4HhtwIe-FEY6vfKsrxU6rAU,2024-06-05 23:19:41.000
487,Debunk,https://vistinomer.mk/zelenski-ne-kupil-kazino-vo-kipar/,Zelensky did not buy a casino in Cyprus,Indirect,MK,A post alleging that Zelensky bought a casino resort in Cyprus through his company Film Heritage Inc for $200 million in bitcoins,https://www.facebook.com/story.php?story_fbid=pfbid024z25dh5fc7rSMvb6dvRj4Vk6MW8SumMFJo9WqprnekLspJzBfCZSnX9ws8ZeETByl&id=645869612&mibextid=Nif5oz&paipv=0&eav=AfYReMrYXq7ESIFAsWuq4GSU7RDPxMVEa3XjviapL7fCEHkHnBQxC_E8jiW6hljdWUI&_rdr,2024-06-05 19:20:04.000
488,Debunk,https://vistinomer.mk/francija-ne-ispratila-svoi-trupi-vo-ukraina/,France has not sent troops to Ukraine,Indirect,MK,A post claiming that France sent troops to Ukraine and which has attached an edited photo of the Eiffel Tower in Paris being cut in half,https://www.facebook.com/TosheMandrak/posts/pfbid02NcSktJYpqib3GkF45ieoKZaHqHYGvpPn4xYb6LVNk5PFxGTFoM1eN3JKt9mwzPNSl,2024-06-05 19:08:46.000
489,Debunk,https://www.ellinikahoaxes.gr/2024/06/05/fake-news-i-eidisi-oti-o-zelenski-agorase-kazino-stin-kypro/,Fake News the news that Zelensky bought a casino in Cyprus,Indirect,GR,Zelensky bought casino in occupied territory of Cyprus,https://anazitiseis.gr/o-zelenski-ependyei-ta-lefta-pou-tou-stelnoun-oi-evropaioi-agorazontas-kazino-stin-kypro/?fbclid=IwZXh0bgNhZW0CMTEAAR37JPXs8BMmcgDkdk4Gzujli9sdH2m2hc3Ej82rwCYx62u5Mtj2sUIeNL0_aem_AaOlUH7sfdNVV0r_9dApCOdqveZ8g9yDwVW9VFPJneLka18HKq5hcGmv0BwBSf7E93HSw6f3WxnXTxUCIhsVMPsx,2024-06-05 17:19:09.000
490,Debunk,https://facta.news/antibufale/2024/06/05/commissione-europea-censura-scie-chimiche/,"No, the European Commission has not 'censored' the existence of 'chemtrails'",Direct,IT,This is the EU parliamentary question that shows that: The European Union had been aware at least since 2015 of military geoengineering carried out through spraying into the atmosphere; The EU knows that such sprays are harmful; It calls them “CHEMTRAILS” and this silences all fact checkers; The EU Commission has silenced everything with ruthless censorship,https://www.facebook.com/photo/?fbid=748168520815536&set=a.162642609368133,2024-06-05 15:50:33.000
491,Debunk,https://www.newtral.es/agresion-avion-mujer-hiyab-bulo/20240605/,This video does not show an assault by “a Muslim” against a woman “for not wearing a hijab” on a plane,Indirect,ES,This video shows a Muslim man assaulting a woman on a plane to Tunisia for not wearing a hijab.,https://x.com/Edgar___es/status/1795768980600402338,2024-06-05 15:44:27.000
492,Debunk,https://demagog.org.pl/fake_news/wykluczenie-polski-wegier-z-ue-to-nie-slowa-szwedzkiej-polityczki/,Exclusion of Poland and Hungary from the EU? These are not the words of a Swedish politician,Direct,PL,Swedish politician Nyamko Sabuni wants Poland and Hungary excluded from the European Union,https://www.tiktok.com/@kamiluskrolusking/video/7376253789814246688,2024-06-05 15:34:17.000
493,Debunk,https://dpa-factchecking.com/belgium/240605-99-286310/,Convocation letter for elections is indeed valid,Direct,BE,"The convocation letters say “voting is mandatory”. This is wrong, there is only an attendance requirement and the convocation letters are therefore invalid and should “be completely ignored”",https://www.facebook.com/permalink.php?story_fbid=pfbid0DzbFFv2X86u9sGs53iAHZAE2mpQQmU3LgEmM538gDKKyiwc1c9hn1Cb2D4aT63qal&id=61559955503881&ref=embed_post,2024-06-05 15:02:12.000
494,Debunk,https://www.ostro.si/si/razkrinkavanje/objave/na-posnetku-s-kongresnega-trga-se-niso-pretepali-migranti,"In the video from Congress Square, migrants did not fight",Indirect,SI,"“At the same time, migrants in the middle of daylight in the center of Ljubljana, in the Congress Square, beat each other with sticks, axes, and kick and beat an unconscious man in the head.”",https://www.instagram.com/slo.obrambna.straza/reel/C7v9JSit5jG/,2024-06-05 14:47:01.000
495,Debunk,https://faktoje.al/protestuesit-nuk-dogjen-ambasaden-izraelite-ne-stamboll-pas-sulmit-ne-rafah/,Protesters did not burn down Israeli embassy in Istanbul after Rafah attack,Indirect,AL,These images show protesters in Istanbul setting fire to the Israeli embassy in May 2024,https://www.priza.al/stamboll-protesta-masive-kunder-sulmeve-te-izraelit-i-vihet-flaka-ambasades/,2024-06-05 14:41:03.000
496,Factcheck,https://demagog.org.pl/wypowiedzi/jednoosobowe-firmy-z-obowiazkiem-raportowania-emisji-co%e2%82%82/,Single-member companies with the obligation to report CO₂ emissions?,Direct,PL,"The European Union for Entrepreneurs has a new package of new reporting obligations for such reporting. Every month, every owner of a one-person business will have to account for everything: pens, pencils, cards, printers, toners - what carbon footprint we leave behind. As entrepreneurs, we cannot allow this!",https://www.tiktok.com/@marcinsowinskikorona/video/7372187561575451937,2024-06-05 14:26:44.000
497,Debunk,https://facta.news/antibufale/2024/06/05/elezioni-europee-affluenza-bassa-uscita-unione-europea/,"It is not true that if there is a 'very low turnout' at the European Championships, a referendum is scheduled to leave the EU",Direct,IT,"Article 50 TEU, which provides for the right of every member state to withdraw from the European Union, was considered as a rule whose procedure would never have been applied. Therefore, the doctrine had not devoted too much attention to it.
Article 50 of the European Constitution provides for a referendum for immediate exit from the EU but only in the event of a very low voter turnout",https://www.facebook.com/photo/?fbid=306985525793909&set=a.106919972467133,2024-06-05 14:14:04.268
498,Debunk,https://dpa-factchecking.com/netherlands/240605-99-282855/,Human error leads to confusion over EU letter ballot,Direct,NL,The first case of electoral fraud in Bad Reichenhall (Germany): pre-checked postal voting documents for the European elections were found,https://dissident.one/gemanipuleerde-stembiljetten-vooraf-aangevinkte-briefstemdocumenten-voor-de-europese-verkiezingen-gevonden?utm_source=mailpoet&utm_medium=email&utm_source_platform=mailpoet&utm_campaign=de-newslettertotal-meest-recente-berichten-uit-onze-blog-90&fbclid=IwZXh0bgNhZW0CMTEAAR2HoU5icP844-z0tGMIwveW64S6UzNW5D3o0R5NruSbKgP7Td8xdkozKfg_aem_AVLIjo4s-gLwRZrKWu4OCdIMAkhFb8LyZWlRZ_YT08kakUja_7kPwQ71Icv6ed0kiOq_p8IPLsaxVDJuzJt2dmTN,2024-06-05 13:54:34.000
499,Factcheck,https://www.verificat.cat/es/es-enganoso-afirmar-que-el-transporte-aereo-es-el-que-mas-contamina-como-dice-riba/,"It is misleading that air transportation is the ""most polluting"" way of transport, as Diana Riba say",Direct,ES,Air transportation is the most polluting transport in this moment,https://www.ccma.cat/3cat/diana-riba-erc-ara-republiques-sobre-el-catala-a-euopa-es-una-anomalia-que-no-sigui-oficial-sha-de-poder-reactivar/video/6285859/,2024-06-05 13:27:45.000
500,Debunk,https://www.newtral.es/bulo-imagen-victimas-rafah/20240605/,This image does not show the victims of an Israeli attack in Rafah in May 2024,Indirect,ES,This image shows the bodies of 45 people who died after the Israeli attack in Rafah on May 26.,https://x.com/MaribelMtnez/status/1795122202280350177,2024-06-05 13:21:46.000
501,Debunk,https://mythdetector.ge/en/disinformation-about-zelenskyy-buying-a-150-million-villa-in-cyprus/,Disinformation about Zelenskyy buying a £150 million villa in Cyprus,Indirect,GE,Zelenskyy bought a £150 million villa in Cyprus,https://www.facebook.com/eduard.jishkariani/posts/pfbid0eLEuxN6FPYmBcnc41qmsXaGNjpK7dGBXSpMJXaEEmDmY4QggpfNu5hL7o6H8zzB8l,2024-06-05 12:49:23.000
502,Factcheck,https://demagog.org.pl/wypowiedzi/grunty-rolne-w-ukrainie-czy-to-%c2%bc-wszystkich-gruntow-w-europie/,Agricultural land in Ukraine. Read ¼ of all land in Europe?,Direct,PL,"And this would mean [Ukraine's accession to the European Union — Demagog] the incorporation into the European Union of an additional 41 million hectares of agricultural land, including 32 million hectares of agricultural land [Demagog], which represents as much as 27% of the area of such land in Europe",https://www.tiktok.com/@annabrylka/video/7373612238915030305,2024-06-05 12:30:25.000
503,Debunk,https://science.feedback.org/review/claim-portuguese-court-covid-pcr-97-inaccurate-misinterpreted-findings/,Claim that Portuguese court found COVID-19 PCR tests to be “97% inaccurate” based on misinterpreted findings,Indirect,FR,“MSM Silent As Court Holds PCR Covid Tests 97% Inaccurate - Unfit for Purpose”,https://halturnerradioshow.com/index.php/news-selections/world-news/msm-silent-as-court-holds-pcr-covid-tests-97-inaccurate-unfit-for-purpose,2024-06-05 10:53:20.000
504,Debunk,https://info-veritas.com/desinformacion-incendio-norte-israel/,This image of the fire in Northern Israel is not current,Indirect,ES,"Northern Israel in flames after Hezbollah attacks from Lebanon. I remind you of Article 51 of the United Nations Charter, so that you don't say later..",https://x.com/marcospeckel/status/1797745160044036107,2024-06-05 10:35:56.000
505,Debunk,https://factcheck.ge/ru/story/42937-%D0%B4%D0%B5%D0%B7%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D1%8F-%D0%BF%D0%B0%D1%80%D0%B8%D0%B6%D1%81%D0%BA%D0%B0%D1%8F-%D0%BF%D0%BE%D0%BB%D0%B8%D1%86%D0%B8%D1%8F-%D1%83%D0%B1%D0%B8%D0%BB%D0%B0-%D0%B0%D0%BB%D0%B6%D0%B8%D1%80%D1%81%D0%BA%D0%BE%D0%B3%D0%BE-%D1%81%D1%82%D1%83%D0%B4%D0%B5%D0%BD%D1%82%D0%B0-%D0%B0%D1%80%D0%B5%D1%81%D1%82%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BD%D0%B0-%D0%BF%D1%80%D0%BE%D0%BF%D0%B0%D0%BB%D0%B5%D1%81%D1%82%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%BC-%D0%BC%D0%B8%D1%82%D0%B8%D0%BD%D0%B3%D0%B5,Paris police killed Algerian student arrested at pro-Palestinian rally,Direct,GE,Paris police killed Algerian student arrested at pro-Palestinian rally,https://www.facebook.com/permalink.php?story_fbid=pfbid0hCnaAfhezW7TD1KGdfuRKBdNkqBYnB6fnE9cYMHzwgFTTu3z5juJQnqHxkqHMpXKl&id=100051073998034,2024-06-05 08:58:53.875
506,Factcheck,https://tenykerdes.afp.com/doc.afp.com.34UZ8CT,Manfred Weber did not call for the introduction of “European conscription” in a TV debate,Direct,HU,Manfred Weber calls for EU-wide conscription,https://miniszterelnok.hu/en/interview-with-prime-minister-viktor-orban-on-the-patriota-youtube-channel/,2024-06-05 08:58:00.000
507,Debunk,https://demagog.org.pl/fake_news/gradobicie-niszczy-panele-fotowoltaiczne-wyjasniamy/,Does hailstorm damage photovoltaic panels? We explain,Direct,PL,"Photovoltaic panels are destroyed by hail, so it is not worth installing them",https://www.facebook.com/kanalxdd/posts/pfbid02f26armGpRDm6PKJ917JbPrrX6Qx8XFtn4CUXh8dtFeBYhaBwrG5oYf4sUCj2SmVXl,2024-06-05 08:51:53.000
508,Debunk,https://factcheck.ge/ru/story/42936-%D0%BC%D0%B0%D0%BD%D0%B8%D0%BF%D1%83%D0%BB%D1%8F%D1%86%D0%B8%D1%8F-%D1%83%D1%80%D1%81%D1%83%D0%BB%D0%B0-%D1%84%D0%BE%D0%BD-%D0%B4%D0%B5%D1%80-%D0%BB%D1%8F%D0%B9%D0%B5%D0%BD-%D1%85%D0%BE%D1%87%D0%B5%D1%82-%D0%B2%D0%B0%D0%BA%D1%86%D0%B8%D0%BD%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D1%82%D1%8C-%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BE%D1%82-%D0%BD%D0%B5%D0%BF%D1%80%D0%B0%D0%B2%D0%B8%D0%BB%D1%8C%D0%BD%D0%BE%D0%B3%D0%BE-%D0%BC%D1%8B%D1%88%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F,Manipulation: Ursula von der Leyen wants to vaccinate the population against “wrong thinking”,Direct,GE,Ursula von der Leyen wants to vaccinate the population against “wrong thinking”,https://www.facebook.com/permalink.php?story_fbid=pfbid0GfERsf6HrbuV5pTBeasSfFWX96NmTmZVEKGGdDa3Mxd8TKT5xkJKFymSHGcEgQwSl&id=61553143307284,2024-06-05 08:51:05.952
509,Debunk,https://info-veritas.com/desinformacion-no-subidon-paro-juvenil-espana/,There has been no “spike” in youth unemployment in Spain,Direct,ES,RISE in youth unemployment in Spain,https://x.com/Puntual24H/status/1797907943939252383,2024-06-05 08:23:55.000
510,Debunk,https://mythdetector.ge/en/was-the-arch-of-freedom-of-the-ukrainian-people-painted-in-the-colors-of-the-lgbtq-flag/,Was the Arch of Freedom of the Ukrainian People Painted in the Colors of the LGBTQ+ Flag?,Indirect,GE,The Arch of Freedom of the Ukrainian People was Painted in the Colors of the LGBTQ+ Flag,https://www.facebook.com/100048647401654/posts/426944403478165/,2024-06-05 07:19:40.000
511,Factcheck,https://www.ostro.si/si/razkrinkavanje/objave/clovekova-dejavnost-ustvarila-priblizno-tretjino-co2-v-ozracju,Human activity generates about a third of the CO2 in the atmosphere,Indirect,SI,“Science and scientists claim that there are four particles of CO2 per 10 thousand in the atmosphere. Five percent of it is created by humanity.”,https://www.youtube.com/watch?v=yo5SjV_-ogU,2024-06-05 04:00:00.000
512,Factcheck,https://decheckers.be/s/ytc6e,"Fact check: no, the EU budget is not €332.02 billion",Direct,BE,"De EU-begroting voor 2024 bedraagt in totaal een slordige 332,02 miljard euro.",https://archive.is/9omNQ,2024-06-05 00:00:00.000
513,Debunk,https://www.ellinikahoaxes.gr/2024/06/04/meleti-den-edeixe-oti-ta-mrna-emvolia-gia-tin-covid-19-allazoun-to-anthropino-dna/,Study did NOT show that mRNA vaccines for COVID-19 change human DNA,Indirect,GR,A new alarming study reveals that downloads of mRNA vaccines for Covid-19 permanently change the DNA of those who receive it,https://slaynews.com/news/mrna-shots-permanently-alter-dna-vaxxed-offspring-censored-study-shows/,2024-06-04 22:45:18.000
514,Factcheck,https://www.ostro.si/si/razkrinkavanje/objave/ni-res-da-nizozemci-ne-zmanjsujejo-izpustov-co2,It is not true that the Dutch are not reducing CO2 emissions,Indirect,SI,"'Slogans alone, but in fact [the Dutch] are not reducing CO2 emissions'",https://www.24ur.com/novice/slovenija/da-bo-izbira-lazja-veliko-soocenje-nocoj-na-pop-tv.html,2024-06-04 16:36:11.000
515,Debunk,https://www.newtral.es/dolors-montserrat-pensionistas-bulo/20240604/,Dolors Montserrat has not called pensioners “greedy monetary hoarders”,Indirect,ES,"The popular European candidate, Dolors Montserrat, says that “the free life of pensioners is well enough” and calls them “greedy monetary hoarders”.",https://www.facebook.com/photo/?fbid=1655582888587498&set=a.138785830267219,2024-06-04 15:40:32.000
516,Factcheck,https://www.factchecker.gr/2024/06/04/no-proof-zelensky-bought-a-casino-hotel-in-kerynia/,"Disinformation about the purchase of a luxury hotel-casino purchase in Kyrenia, North Cyprus by Volodymyr Zelensky",Direct,GR,Zelensky bought a casino hotel in the occupied territories of Cyprus for 150 million pounds,https://x.com/e_fragkos/status/1797932259972120632,2024-06-04 15:07:51.000
517,Factcheck,https://istinomjer.ba/flamanski-jezik-sluzbeno-se-koristio-u-belgiji-i-prije-1993-godine/,The Flemish language was officially used in Belgium before 1993,Indirect,BA,"Belgium was devolved and federalised in 1993. That wasn't that long ago. They had no right to use Flemish in politics nor was there a German translation of the Constitution. Now all these groups share power, have their representatives in the European Parliament and Belgium is an ideal place to live. Who if not Europe will give an answer to the Belgian BiH, which can be the key to the solution for the whole of Southeast Europe.”",,2024-06-04 15:07:05.000
518,Debunk,https://demagog.org.pl/fake_news/przewodniczaca-ke-i-jej-maz-konflikt-interesow-czy-fake-news/,The President of the European Commission and her husband – conflict of interest or fake news?,Direct,PL,The reason for the conclusion of the contract for COVID-19 vaccines by the EU was who Ursula von der Leyen's husband is,https://www.tiktok.com/@jarobrzeczyk/video/7373343169947241760,2024-06-04 12:35:06.000
519,Debunk,https://demagog.org.pl/fake_news/w-lipcu-czeka-nas-mobilizacja-falszywa-depesza-pap/,Are we facing military mobilisation in July? False PAP dispatch,Indirect,PL,The PAP Department announced a partial military mobilization in Poland in July 2024,https://www.facebook.com/permalink.php?story_fbid=pfbid032ebc3vfsA4YsPpGKk268EQKxD6gt7sf1sC6VVdwhW1Bv9JssSpnG2H598fJuaAetl&id=100086924748982,2024-06-04 12:16:16.000
520,Debunk,https://faktoje.al/cristiano-ronaldo-nuk-ka-shprehur-mbeshtetje-per-femijet-palestineze-por-ata-siriane/,"Cristiano Ronaldo has not expressed support for Palestinian children, but Syrian ones",Indirect,AL,Footballer Cristiano Ronaldo supports the children of Gaza in this video,https://www.facebook.com/alfred.cako/posts/pfbid02v8HxaedTSfGQKn4MFdT4dRwKsGuKXCkdb87dWRpeUTuo7sNvpWRujpFbzzpUPM3Al,2024-06-04 11:50:08.000
521,Debunk,https://info-veritas.com/desinformacion-no-voto-dual-elecciones/,There is no such thing as “dual voting” for elections,Direct,ES,I have already prepared my double votes for the European elections. The left can't get away with it! Remember to indicate the percentages for all those who want to exercise the right to dual voting,https://x.com/diablovila/status/1796155544329167103,2024-06-04 11:25:37.000
522,Debunk,https://www.newtral.es/aviones-bandera-rusa-marsella-francia/20240604/,French planes did not draw the Russian flag at an event in Marseille because of the arrival of the Olympic flame,Indirect,ES,"An elite French air team accidentally confused their colors at a parade in Marseille and showed the Russian flag instead of the French one in May 2024, as this video shows",https://x.com/JavierVera57211/status/1788884815036477934,2024-06-04 10:36:26.000
523,Debunk,https://info-veritas.com/desinformacion-golfista-grayson-murray-suicidio-no-vacuna/,"Golfer Grayson Murray committed suicide, he didn't die from the Covid vaccine",Indirect,ES,The power of fluting. Sudden death of 30-year-old Grayson Murray in the middle of a tournament,https://x.com/terra_cremada/status/1794839470820520286,2024-06-04 09:56:31.000
524,Debunk,https://dpa-factchecking.com/belgium/240603-99-256984/,A quote attributed to Gabriel Attal by a parody site,Indirect,BE,"Deputies benefit from health immunity due to their function, according to Gabriel Attal",https://www.facebook.com/michael.leflot.18/posts/pfbid02csvp6DFsaU1jdMEt5Xs5fSdkyBVKS2CM7wLtHwrpPbyVVTcAAu21moguKUAn8cb4l,2024-06-04 09:30:34.000
525,Debunk,https://mythdetector.ge/en/disinformation-as-if-the-ancestors-of-the-minister-of-foreign-affairs-of-lithuania-were-fascists/,"Disinformation, as if the Ancestors of the Minister of Foreign Affairs of Lithuania were Fascists",Direct,GE,The Ancestors of the Minister of Foreign Affairs of Lithuania were Fascists,https://www.facebook.com/Sezoni1TV/videos/674210211562512,2024-06-04 09:07:02.000
526,Factcheck,https://www.verificat.cat/es/por-que-pp-y-psoe-suelen-votar-lo-mismo-en-el-parlamento-europeo/,Why do PP and PSOE usually vote the same in the European Parliament?,Direct,ES,"In the last legislature, PP and PSOE have voted the same 90% of the time [in the European Parliament].",https://www.youtube.com/live/CfN4YCQdDv0?si=L6PEqWYyBkoEAVxC&t=634,2024-06-04 08:43:03.000
527,Debunk,https://faktoje.al/ende-asnje-prove-qe-lidh-autizmin-dhe-vaksinat-anti-covid/,Still no evidence linking autism and anti covid vaccines,Indirect,AL,Link between autism and anti-COVID vaccines confirmed,https://www.facebook.com/nimon.dabiqaj/posts/pfbid02HDfUVDWb7Ri8orYBk7QK6575USR1G1Q66W1oSycik6kKkbFTZ1G4kj3T5dSmBPW7l,2024-06-04 08:06:53.000
528,Debunk,https://info-veritas.com/desinformacion-el-gobierno-no-obliga-a-contratar-a-personas-lgtbi/,The government does not force LGBTI people to hire,Direct,ES,The Government will force companies to hire LGBTI people,https://www.mediterraneodigital.com/feminismo/plan-lgtbi,2024-06-04 07:44:58.000
532,Factcheck,https://decheckers.be/s/nvcbr,Fact check: Does the EU give hundreds of millions of euros to farmers outside the EU?,Direct,BE,De EU geeft jaarlijks honderden miljoenen euro's aan voedselproducenten buiten de EU.,https://archive.is/BWdDZ,2024-06-04 00:00:00.000
533,Factcheck,https://decheckers.be/s/vidqb,"Fact check: more migrants to the United Kingdom since Brexit, mainly due to labor migration",Direct,BE,Er is vandaag meer migratie naar het Verenigd Koninkrijk dan voor de Brexit.,https://www.vtmgo.be/vtmgo/afspelen/1cbb7c0d-cc87-495f-b530-78f10abd5b46,2024-06-04 00:00:00.000
530,Factcheck,https://maldita.es/malditateexplica/20240604/feijoo-mocion-censura-sanchez-junts/,What Alberto Núñez Feijóo has said and what has not said about a vote of no confidence against Pedro Sánchez and the support of Junts,Indirect,ES,Feijóo proposes to present a vote of no confidence with Junts and Vox in the European election campaign,https://x.com/pasanospoco/status/1797587999817118005,2024-06-04 00:00:00.000
531,Factcheck,https://decheckers.be/s/o51j7,Fact check: no evidence that Flemish farmers are the most sustainable in the world,Direct,BE,Vlaamse landbouwers zijn de duurzaamste ter wereld.,https://www.goplay.be/video/de-verkiezingstafel/de-verkiezingstafel-s1/de-verkiezingstafel-met-sammy-mahdi-s2024-aflevering-3#autoplay,2024-06-04 00:00:00.000
529,Debunk,https://maldita.es/malditobulo/20240604/gato-bombardeos-israelies-rafah/,"No, this video doesn't show a cat that has survived the Israeli bombing of Rafah: it happened in Saudi Arabia in May 2023",Indirect,ES,A cat survives the Israeli bombing of Rafah,https://x.com/hasoonassi/status/1796498580401946923,2024-06-04 00:00:00.000
534,Debunk,https://vistinomer.mk/kniga-koja-vo-germanija-ne-se-koristi-vo-obrazovniot-proces-zloupotrebena-za-anti-eu-propaganda/,"A book that is not used in the educational process in Germany, abused for anti-EU propaganda",Direct,MK,"The post shares a photo of a caption where the president of VMRO-DPMNE, Hristijan Mickoski declares that there is no alternative for EU membership, along with another photo claiming that “education of children in Germany” is presented. The post reads: How are you FAITHFUL CHILDREN OF HYDROMICKO LAYNAR. There is no paedophile EU without such values for your dearest children and this will be provided by the satanic coalition #сдсШиптаРска and #ДпСнеУдбашка to you voters of theirs",https://www.facebook.com/goce.temelkovski.3/posts/pfbid023af1hmFAcKANYCWDhqcEUTbj3N54RT7heBWJm8EffFVsxzAFDu4w7RkeziudXCTSl,2024-06-03 20:13:31.000
535,Debunk,https://www.newtral.es/porcentajes-voto-dual-europeas-fake/20240603/,Introducing two ballots in the European elections means a null vote: there is no such thing as a “dual vote”,Direct,ES,Dual voting in European elections is very important. You can insert two ballots in the same envelope indicating the percentage you want to give to each game.,https://x.com/diablovila/status/1796155544329167103,2024-06-03 15:41:09.000
536,Factcheck,https://demagog.org.pl/wypowiedzi/unijna-dyrektywa-bedzie-prowadzila-do-wywlaszczen/,Will the EU Directive lead to expropriations? We explain,Direct,PL,"The expropriation directive is that if we have an apartment that we rent, we will not be able to rent it if the apartment does not meet energy standards. This directive clearly states that the penalties are to be severe enough to compel enforcement of these repairs. If the renovation exceeds our financial capabilities, and the financial penalties do not have an effect, then expropriation awaits us",https://www.facebook.com/watch/?v=317655448030958&ref=sharing,2024-06-03 15:20:11.000
537,Debunk,https://facta.news/antibufale/2024/06/03/direttiva-case-green-deputati-partito-democratico-esultano/,This photo does not show two Democratic Party MEPs cheering for having voted on the 'Green Case' directive,Direct,IT,"On 8 and 9 June, remember who voted for our houses not to be up to standard and who would like us to sell them off",https://www.facebook.com/anna.pompa.3781/posts/pfbid033WBJQhgSo8PkT6NqedUzco67unPtY3jXfB9Nw3p2KikHhR3WtYjWFC4u8BmTY5hil,2024-06-03 15:13:18.000
538,Debunk,https://facta.news/antibufale/2024/06/03/cina-russia-nato/,China has not militarily threatened the US and NATO if they attack Russia,Indirect,IT,The Chinese defense ministry said it would intervene if NATO or the US attacked Russia,https://x.com/ilpolitico_web/status/1769424633122419037,2024-06-03 14:58:40.000
539,Factcheck,https://demagog.org.pl/wypowiedzi/koniec-historii-w-polskich-szkolach-nie-ma-takich-planow/,The End of History in Polish Schools? There are no such plans,Indirect,PL,End of history in schools. In a few years our children will repeat after the Germans about Polish concentration camps and that Tusk has always been anti-Russian and wanted a wall on the border with Belarus,https://www.tiktok.com/@marcinwarcholpl/video/7372864793352441121,2024-06-03 14:44:54.000
540,Debunk,https://faktakoll.afp.com/doc.afp.com.34UC3GN,Viral social media claims mislead on wind energy and microplastics,Indirect,FI,"A wind farm in Finland released 2,000 kg of microplastic over 10 years",https://www.facebook.com/permalink.php?story_fbid=pfbid07fczfnJ8neQXyXTa8xTpxQMaXouUCe6f7mAhgfQkBXmJS2Yq4q8y9SrHDEoic1H5l&id=100011545440177,2024-06-03 13:56:00.000
